id,leaflet_id,section_id,medicine,section_type,leaflet_type,chunk_index,start_char,end_char,char_len,section_title,section_heading_path,text
chunk_9d394eb70d17,leaf_d76f76b8b2f4,sec_412d80d7cb44,amoxil,contraindication,patient_leaflet,0,0,358,358,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?,QUANDO NÃO DEVO USAR ESTE MEDICAMENTO? > **4.,"QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?** Este medicamento não pode ser usado por pessoas alérgicas à amoxicilina, a outros antibióticos penicilínicos ou antibióticos similares, chamados cefalosporinas. Se você já teve uma reação alérgica (como erupções da pele) ao tomar um antibiótico, deve conversar com seu médico antes de usar **Amoxil[®]** . ## **4."
chunk_e3c9fe99e5cd,leaf_d76f76b8b2f4,sec_5c572d7c146d,amoxil,warning_precaution,patient_leaflet,0,0,1570,1570,O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?,O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO? > Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral ,"O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?** **Amoxil**[] suspensão contém aspartamo, que é fonte de fenilalanina e deve ser usado com cautela em pacientes com fenilcetonúria. Informe seu médico caso você tenha uma doença chamada fenilcetonúria. Antes de iniciar o tratamento com **Amoxil**[] , informe seu médico: - se você já apresentou reação alérgica a algum antibiótico. Isso pode incluir reações na pele ou inchaço na face ou pescoço ou dores no peito. 1 **==> picture [86 x 28] intentionally omitted <==** ## Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral - se você apresenta febre glandular. - se você toma medicamentos usados para prevenir coágulos sanguíneos (anticoagulantes), tais como varfarina, o seu médico fará um monitoramento e, se necessário, poderá sugerir ajustes na dose dos anticoagulantes. - se você apresenta problema nos rins. - se você não estiver urinando regularmente. - se você já teve diarreia durante ou após o uso de antibióticos. O uso prolongado também pode resultar, ocasionalmente, em supercrescimento de microrganismos resistentes a **Amoxil[®]** . **Amoxil[®]** pode piorar algumas condições existentes ou causar efeitos colaterais graves, como reações alérgicas severas, reações cutâneas severas, dor no peito, vômitos repetitivos dentro de 1 a 4 horas após a administração de **Amoxil[®]** ou diarreia grave (colite pseudomembranosa). Você deve estar atento a determinados sintomas enquanto estiver recebendo **Amoxil[®]** para ajudar a reduzir o risco de quaisquer problemas."
chunk_6fd3c193ea42,leaf_d76f76b8b2f4,sec_5c572d7c146d,amoxil,warning_precaution,patient_leaflet,1,1273,2826,1553,O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?,"O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO? > **Efeitos sobre a capacidade de dirigir veículos e de operar máquinas**  > **Gravidez e amamentação**  > **Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-dentista.**  > **Atenção: Contém fenilalanina.**  > **Uso em idosos, crianças e outros grupos de risco**","utâneas severas, dor no peito, vômitos repetitivos dentro de 1 a 4 horas após a administração de **Amoxil[®]** ou diarreia grave (colite pseudomembranosa). Você deve estar atento a determinados sintomas enquanto estiver recebendo **Amoxil[®]** para ajudar a reduzir o risco de quaisquer problemas. ## **Efeitos sobre a capacidade de dirigir veículos e de operar máquinas** Não se observaram efeitos adversos sobre a capacidade de dirigir veículos e de operar máquinas. ## **Gravidez e amamentação** **Amoxil[®]** pode ser usado na gravidez desde que os benefícios potenciais sejam maiores que os riscos potenciais associados ao tratamento. Informe seu médico se você estiver grávida ou suspeitar que está grávida. Você não deve tomar este medicamento se estiver grávida, exceto se seu médico recomendar. Você pode amamentar seu bebê enquanto estiver tomando **Amoxil[®]** , mas há excreção de quantidades mínimas de amoxicilina no leite materno. Se você estiver amamentando, informe ao seu médico antes de iniciar o tratamento com **Amoxil[®]** . ## **Este medicamento não deve ser utilizado por mulheres grávidas sem orientação médica ou do cirurgião-dentista.** **Uso compatível com o aleitamento ou doação de leite humano. O uso desse medicamento não interfere no aleitamento do bebê.** ## **Atenção: Contém fenilalanina.** **Este produto contém benzoato de sódio, que pode causar reações alérgicas, como asma, especialmente em pessoas alérgicas ao ácido acetilsalicílico.** ## **Uso em idosos, crianças e outros grupos de risco**"
chunk_621ddc66ac1b,leaf_d76f76b8b2f4,sec_5c572d7c146d,amoxil,warning_precaution,patient_leaflet,2,2529,3888,1359,O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?,"O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO? > **Atenção: Contém fenilalanina.**  > **Uso em idosos, crianças e outros grupos de risco**  > **Interações medicamentosas**  > Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral ","camento não interfere no aleitamento do bebê.** ## **Atenção: Contém fenilalanina.** **Este produto contém benzoato de sódio, que pode causar reações alérgicas, como asma, especialmente em pessoas alérgicas ao ácido acetilsalicílico.** ## **Uso em idosos, crianças e outros grupos de risco** As recomendações especiais se referem às dosagens . Não há contraindicação relativa a faixas etárias. ## **Interações medicamentosas** Alguns medicamentos podem causar efeitos indesejáveis se você os ingerir durante o tratamento com **Amoxil[®]** . Não deixe de avisar seu médico caso você esteja tomando: - medicamentos usados no tratamento de gota (probenecida ou alopurinol); - outros antibióticos; - pílulas anticoncepcionais (como acontece com outros antibióticos, talvez sejam necessárias precauções adicionais para evitar a gravidez); - anticoagulantes; - metotrexato (usado para tratar doenças como câncer e psoríase grave). A alimentação não interfere na ação de **Amoxil[®]** , que pode ser ingerido nas refeições. 2 **==> picture [86 x 28] intentionally omitted <==** ## Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral **Informe seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento. Não use medicamento sem o conhecimento de seu médico. Pode ser perigoso para sua saúde.**"
chunk_f81a2a346d66,leaf_d76f76b8b2f4,sec_5c572d7c146d,amoxil,warning_precaution,patient_leaflet,3,3591,4199,608,O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?,O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO? > Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral  > **5.,"86 x 28] intentionally omitted <==** ## Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral **Informe seu médico ou cirurgião-dentista se você está fazendo uso de algum outro medicamento. Não use medicamento sem o conhecimento de seu médico. Pode ser perigoso para sua saúde.** **É importante utilizar este medicamento durante todo o tempo prescrito pelo profissional de saúde habilitado, mesmo que os sinais e sintomas da infecção tenham desaparecido, pois isso não significa a cura. A interrupção do tratamento pode contribuir para o aparecimento de infecções mais graves.** ## **5."
chunk_6a5892989281,leaf_d76f76b8b2f4,sec_ba489291d620,amoxil,storage,patient_leaflet,0,0,1270,1270,"ONDE, COMO E POR QUANTO TEMPO POSSO GUARDAR ESTE MEDICAMENTO?","ONDE, COMO E POR QUANTO TEMPO POSSO GUARDAR ESTE MEDICAMENTO? > **Cuidados de armazenamento**  > **Manter fora do alcance de crianças**  > **Aspecto físico/características organolépticas Aspecto físico:**  > **Características organolépticas:**  > **6.","ONDE, COMO E POR QUANTO TEMPO POSSO GUARDAR ESTE MEDICAMENTO?** ## **Cuidados de armazenamento** ## **Manter fora do alcance de crianças** Conservar o produto em pó na embalagem original, protegido da umidade e em temperatura ambiente entre (15[o] C e 30[o] C). Após preparo da suspensão, conservar em geladeira (entre 2[o] C e 8[o] C), sendo o produto válido por 14 dias após a reconstituição. **Número de lote e datas de fabricação e validade: vide embalagem.** **Não use medicamento com o prazo de validade vencido. Guarde-o em sua embalagem original. Após preparo, manter o produto por 14 dias em geladeira (entre 2[o] C e 8[o] C).** ## **Aspecto físico/características organolépticas Aspecto físico:** O **Amoxil[®]** (amoxicilina) é um pó branco (para reconstituição) com grânulos amarelados, que após a reconstituição resultará em uma suspensão homogênea quase branca. ## **Características organolépticas:** Suspensão oral: sabor de tutti frutti e odor característico de frutas. **Antes de usar, observe o aspecto do medicamento. Caso ele esteja no prazo de validade e você observe alguma mudança no aspecto, consulte o farmacêutico para saber se poderá utilizá-lo. Todo medicamento deve ser mantido fora do alcance das crianças.** ## **6."
chunk_6db122270a0d,leaf_d76f76b8b2f4,sec_8896cdffa974,amoxil,dosage,patient_leaflet,0,0,1541,1541,COMO DEVO USAR ESTE MEDICAMENTO?,COMO DEVO USAR ESTE MEDICAMENTO? > **Modo de usar**  > Preparo da suspensão  > **Agite a suspensão oral antes de usá-la.**  > Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral  > **Posologia**  > **Dose para adultos e crianças acima de 40 kg**,"COMO DEVO USAR ESTE MEDICAMENTO?** ## **Modo de usar** Siga as orientações de seu médico sobre a maneira e a hora correta de tomar o medicamento. Ele vai decidir a quantidade diária que você precisa e o tempo durante o qual você deve usar o medicamento. Leia esta bula com cautela. Se você tiver alguma dúvida, fale com seu médico. Recomenda-se ingerir o medicamento nas refeições, embora ele continue eficaz mesmo que você o tome em outros horários. Continue tomando este medicamento até o fim do tratamento prescrito pelo médico. Não pare somente porque se sente melhor. ## Preparo da suspensão 1. Verifique se o selo está intacto antes do uso do produto 2. Para soltar o pó que fica no fundo do frasco, agite-o antes de abri-lo. Isso facilitará a reconstituição. 3. Ponha água filtrada no frasco até a marca indicada e agite-o bem para misturar totalmente o pó com a água. 4. Se a mistura não atingir a marca indicada, espere a espuma baixar e complete (lentamente) com água filtrada. Agite de novo o frasco e espere a espuma baixar até que a solução atinja exatamente a marca indicada. Utilize a colher dosadora para tomar o medicamento. A suspensão oral, após a reconstituição, ficará estável por 14 dias se for conservada em geladeira (entre 2[o] C e 8[o] C). ## **Agite a suspensão oral antes de usá-la.** 3 **==> picture [86 x 28] intentionally omitted <==** ## Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral ## **Posologia** ## **Dose para adultos e crianças acima de 40 kg**"
chunk_c0033b15fe08,leaf_d76f76b8b2f4,sec_8896cdffa974,amoxil,dosage,patient_leaflet,1,1244,2704,1460,COMO DEVO USAR ESTE MEDICAMENTO?,COMO DEVO USAR ESTE MEDICAMENTO? > **Agite a suspensão oral antes de usá-la.**  > Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral  > **Posologia**  > **Dose para adultos e crianças acima de 40 kg**  > **Tratamento com dosagem alta (máximo recomendável de 6 g ao dia em doses divididas)**  > **Tratamento de curta duração**  > **Erradicação de** _**Helicobacter pylori**_ **em úlcera péptica (no duodeno ou no estômago)**  > **Dose para crianças abaixo de 40 kg**  > **Pacientes com insuficiência renal (dos rins)**,"servada em geladeira (entre 2[o] C e 8[o] C). ## **Agite a suspensão oral antes de usá-la.** 3 **==> picture [86 x 28] intentionally omitted <==** ## Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral ## **Posologia** ## **Dose para adultos e crianças acima de 40 kg** Dose padrão: 250 mg três vezes ao dia (de 8 em 8 horas), podendo ser aumentada para 500 mg três vezes ao dia (de 8 em 8 horas) nas infecções mais graves. ## **Tratamento com dosagem alta (máximo recomendável de 6 g ao dia em doses divididas)** Recomenda-se uma dose de 3g duas vezes ao dia (de 12 em 12 horas) nos casos que requerem tratamento de infecção respiratória purulenta (com a presença de pus) grave ou recorrente. ## **Tratamento de curta duração** Gonorreia: dose única de 3 g. ## **Erradicação de** _**Helicobacter pylori**_ **em úlcera péptica (no duodeno ou no estômago)** Para combater o _Helicobacter_ (bactéria que ataca o estômago e o duodeno), recomenda-se o uso de **Amoxil[®]** no esquema de 750 mg a 1 g duas vezes ao dia, em associação com um inibidor da bomba de prótons (exemplo: omeprazol, lanzoprazol) e outro agente antimicrobiano (por exemplo claritromicina, metronidazol), por 7 dias. ## **Dose para crianças abaixo de 40 kg** Dose padrão para crianças: 20 a 50 mg/kg/dia em doses divididas (de 8 em 8 horas), até um máximo de 150 mg/kg/dia em doses divididas. ## **Pacientes com insuficiência renal (dos rins)**"
chunk_e88b1f4c2667,leaf_d76f76b8b2f4,sec_8896cdffa974,amoxil,dosage,patient_leaflet,2,2407,3819,1412,COMO DEVO USAR ESTE MEDICAMENTO?,COMO DEVO USAR ESTE MEDICAMENTO? > **Dose para crianças abaixo de 40 kg**  > **Pacientes com insuficiência renal (dos rins)**  > **Pacientes que recebem diálise peritoneal**  > **Pacientes que recebem hemodiálise** ,"robiano (por exemplo claritromicina, metronidazol), por 7 dias. ## **Dose para crianças abaixo de 40 kg** Dose padrão para crianças: 20 a 50 mg/kg/dia em doses divididas (de 8 em 8 horas), até um máximo de 150 mg/kg/dia em doses divididas. ## **Pacientes com insuficiência renal (dos rins)** Na insuficiência renal, a eliminação do antibiótico é mais lenta. Conforme o grau dessa condição, seu médico pode indicar a redução da dose diária total de acordo com o esquema descrito a seguir. Adultos e crianças acima de 40 kg - insuficiência leve: nenhuma alteração de dose; - insuficiência moderada: máximo de 500 mg duas vezes ao dia (de 12 em 12 horas); - insuficiência grave: máximo de 500 mg uma vez ao dia. Crianças abaixo de 40 kg - insuficiência leve: nenhuma alteração de dose; - insuficiência moderada: 15 mg/kg duas vezes ao dia (de 12/12 horas); (no máximo de 500mg duas vezes ao dia); - insuficiência grave: 15 mg/kg uma vez ao dia. (no máximo de 500mg). ## **Pacientes que recebem diálise peritoneal** Usa-se a mesma posologia indicada para pacientes com insuficiência renal grave. A diálise peritoneal (processo de limpeza das substâncias tóxicas do organismo através do peritônio, membrana que envolve o abdômen) não remove a amoxicilina do corpo. ## **Pacientes que recebem hemodiálise** Usa-se a mesma posologia indicada para pacientes com insuficiência renal grave."
chunk_619626ac8cd4,leaf_d76f76b8b2f4,sec_8896cdffa974,amoxil,dosage,patient_leaflet,3,3522,4779,1257,COMO DEVO USAR ESTE MEDICAMENTO?,"COMO DEVO USAR ESTE MEDICAMENTO? > **Pacientes que recebem hemodiálise**  > Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral  > **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento de seu médico.**  > **7.","ave. A diálise peritoneal (processo de limpeza das substâncias tóxicas do organismo através do peritônio, membrana que envolve o abdômen) não remove a amoxicilina do corpo. ## **Pacientes que recebem hemodiálise** Usa-se a mesma posologia indicada para pacientes com insuficiência renal grave. A amoxicilina é removida do sangue por hemodiálise (processo que substitui os rins na filtragem sanguínea). Portanto, uma dose adicional (500 mg para adultos e crianças acima de 40kg ou 15 mg/kg para crianças abaixo de 40 kg) pode ser administrada durante e no final de cada diálise. Seu médico poderá indicar tratamento por via parenteral (feito com aplicação de injeções intravenosas, intramusculares ou subcutâneas) nos casos em que a via oral for considerada inadequada (particularmente nos tratamentos urgentes de infecções graves). Conforme o grau de insuficiência renal, talvez seu médico ache necessário reduzir a dose diária total. 4 **==> picture [86 x 28] intentionally omitted <==** ## Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral ## **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento de seu médico.** ## **7."
chunk_3a7b8afb7a27,leaf_d76f76b8b2f4,sec_29fcb5c7472b,amoxil,missed_dose,patient_leaflet,0,0,349,349,O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?,"O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO? > **Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-dentista.**  > **8.","O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?** Se você esquecer uma dose, tome-a assim que se lembrar, mas continue com o horário normal das demais. Só não tome duas doses com intervalo igual ou menor que 1 hora. ## **Em caso de dúvidas, procure orientação do farmacêutico ou de seu médico, ou cirurgião-dentista.** ## **8."
chunk_cf81874efa63,leaf_d76f76b8b2f4,sec_16fd6dd8639e,amoxil,adverse_reaction,patient_leaflet,0,0,1532,1532,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?,"QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR? > **Reações comuns (ocorrem entre 1% e 10% dos pacientes que utilizam este medicamento):**  > **Reações incomuns (ocorrem entre 0,1% e 1% dos pacientes que utilizam este medicamento):**  > **Reações muito raras (ocorrem em menos de 0,01% dos pacientes que utilizam este medicamento):** ","QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?** Avise seu médico o mais cedo possível se você não se sentir bem durante o tratamento com **Amoxil[®]** . Assim como todo medicamento, **Amoxil[®]** pode provocar reações adversas, porém isso não ocorre com todas as pessoas. Os efeitos colaterais deste medicamento geralmente são leves. ## **Reações comuns (ocorrem entre 1% e 10% dos pacientes que utilizam este medicamento):** - Diarreia (várias evacuações amolecidas por dia) e enjoo; quando isso acontece, os sintomas normalmente são leves e com frequência podem ser evitados tomando-se o medicamento no início das refeições. Se continuarem ou se tornarem graves, consulte o médico; - Erupções da pele. ## **Reações incomuns (ocorrem entre 0,1% e 1% dos pacientes que utilizam este medicamento):** - Vômito, urticária e coceira. ## **Reações muito raras (ocorrem em menos de 0,01% dos pacientes que utilizam este medicamento):** - Diminuição de glóbulos brancos (leucopenia reversível), que pode resultar em infecções frequentes, como febre, calafrios, inflamação da garganta ou úlceras na boca; - Baixa contagem de plaquetas (trombocitopenia reversível), que pode resultar em sangramento ou hematomas (manchas roxas que surgem com mais facilidade que o normal); - Destruição de glóbulos vermelhos e consequentemente anemia (anemia hemolítica), que pode resultar em cansaço, dores de cabeça e falta de ar causada pela prática de exercícios físicos, vertigem, palidez e amarelamento da pele e/ou dos olhos;"
chunk_09405370d2ab,leaf_d76f76b8b2f4,sec_16fd6dd8639e,amoxil,adverse_reaction,patient_leaflet,1,1236,2723,1487,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?,"roxas que surgem com mais facilidade que o normal); - Destruição de glóbulos vermelhos e consequentemente anemia (anemia hemolítica), que pode resultar em cansaço, dores de cabeça e falta de ar causada pela prática de exercícios físicos, vertigem, palidez e amarelamento da pele e/ou dos olhos; - Sinais repentinos de alergia, tais como erupções da pele, prurido (coceira) ou urticária, inchaço da face, dos lábios, da língua ou de outras partes do corpo, falta de ar, respiração ofegante ou problemas para respirar; se esses sintomas ocorrerem, pare de usar o medicamento e procure socorro médico o mais rápido possível; - Dor no peito, que pode ser um sinal de uma reação alérgica potencialmente grave chamada síndrome de Kounis; - Vômitos repetitivos (1 a 4 horas após a administração de **Amoxil[®]** ), dores no estômago, sonolência anormal, diarreia e pressão baixa, que podem ser um sinal de uma reação alérgica grave denominada síndrome de enterocolite induzida por medicamentos; - Convulsões podem ocorrer em pacientes com função renal prejudicada ou que estejam recebendo doses altas do medicamento; - Hipercinesia (presença de movimentos exacerbados e incontroláveis), tontura; - Candidíase mucocutânea, infecção micótica (causada por fungos) que normalmente afeta as partes íntimas ou a boca; na área genital, pode provocar coceira e queimação (com a presença de uma fina camada de secreção branca), e na boca ou na língua podem surgir pintas brancas dolorosas;"
chunk_6313476f076e,leaf_d76f76b8b2f4,sec_16fd6dd8639e,amoxil,adverse_reaction,patient_leaflet,2,2426,3844,1418,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR? > Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral ,", tontura; - Candidíase mucocutânea, infecção micótica (causada por fungos) que normalmente afeta as partes íntimas ou a boca; na área genital, pode provocar coceira e queimação (com a presença de uma fina camada de secreção branca), e na boca ou na língua podem surgir pintas brancas dolorosas; - Colite associada a antibióticos (inflamação no cólon (intestino grosso), causando diarreia grave, que também pode conter sangue e ser acompanhada de cólicas abdominais; - Sua língua pode mudar de cor, ficando amarela, marrom ou preta, e dar a impressão de ter pelos (língua pilosa negra); - Houve relatos de descoloração superficial dos dentes em crianças. Uma boa higiene oral ajuda a prevenir esse efeito porque o produto pode, em geral, ser removido com a escovação (apenas **Amoxil[®]** em suspensão oral); - Inflamação da membrana que reveste o cérebro (meningite asséptica); - Erupção cutânea com bolhas dispostas em círculo com crosta central ou como um colar de pérolas (doença IgA linear); 5 **==> picture [86 x 28] intentionally omitted <==** ## Modelo de Texto de Bula – Pacientes Amoxil[®] Pó para suspensão oral - Efeitos relacionados ao fígado; esses sintomas podem manifestar-se como enjoo, vômito, perda de apetite, sensação geral de mal-estar, febre, coceira, amarelamento da pele e dos olhos e escurecimento da urina e aumento de algumas substâncias (enzimas) produzidas pelo fígado;"
chunk_e0bc72b64caf,leaf_d76f76b8b2f4,sec_16fd6dd8639e,amoxil,adverse_reaction,patient_leaflet,3,3547,5055,1508,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?,"ara suspensão oral - Efeitos relacionados ao fígado; esses sintomas podem manifestar-se como enjoo, vômito, perda de apetite, sensação geral de mal-estar, febre, coceira, amarelamento da pele e dos olhos e escurecimento da urina e aumento de algumas substâncias (enzimas) produzidas pelo fígado; - Reações cutâneas graves: erupção cutânea (eritema multiforme), que pode formar bolhas (com pequenas manchas escuras centrais rodeadas por uma área pálida, com um anel escuro ao redor da borda); erupção cutânea generalizada com bolhas e descamação da pele na maior parte da superfície corporal (necrólise epidérmica tóxica); erupções na pele com bolhas e descamação, especialmente ao redor da boca, nariz, olhos e genitais (síndrome de Stevens-Johnson); erupções na pele com bolhas contendo pus (dermatite esfoliativa bolhosa); erupções escamosas na pele, com bolhas e inchaços sob a pele (exantema pustuloso); - Doença renal (problemas para urinar, possivelmente com dor e presença de sangue ou cristais na urina); - Sintomas semelhantes aos da gripe com erupção cutânea, febre, glândulas inchadas e resultados anormais de exames de sangue (incluindo o aumento dos glóbulos brancos (eosinofilia) e enzimas hepáticas) (Reações do medicamento com eosinofilia e sintomas sistêmicos (DRESS)); - Erupção cutânea vermelha comumente observada em ambos os lados das nádegas, parte interna superior das coxas, axilas, pescoço (Exantema Intertriginoso e Flexural Simétrico Relacionado a Medicamentos (SDRIFE))."
chunk_cb37aafa6f60,leaf_d76f76b8b2f4,sec_16fd6dd8639e,amoxil,adverse_reaction,patient_leaflet,4,4759,6335,1576,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?,"QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR? > **Se qualquer desconforto incomum se manifestar enquanto você estiver tomando o medicamento, informe seu médico o mais breve possível.**  > **9. O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR QUE A INDICADA DESTE MEDICAMENTO?**  > **III) DIZERES LEGAIS**  > **VENDA SOB PRESCRIÇÃO COM RETENÇÃO DA RECEITA** ","hepáticas) (Reações do medicamento com eosinofilia e sintomas sistêmicos (DRESS)); - Erupção cutânea vermelha comumente observada em ambos os lados das nádegas, parte interna superior das coxas, axilas, pescoço (Exantema Intertriginoso e Flexural Simétrico Relacionado a Medicamentos (SDRIFE)). ## **Se qualquer desconforto incomum se manifestar enquanto você estiver tomando o medicamento, informe seu médico o mais breve possível.** **Informe ao seu médico, cirurgião-dentista ou farmacêutico o aparecimento de reações indesejáveis pelo uso do medicamento. Informe também à empresa através do seu serviço de atendimento.** ## **9. O QUE FAZER SE ALGUÉM USAR UMA QUANTIDADE MAIOR QUE A INDICADA DESTE MEDICAMENTO?** É pouco provável que ocorram problemas graves em caso de superdosagem de amoxicilina. As reações mais comuns são enjoo, vômito e diarreia. Procure seu médico para que os sintomas sejam tratados. **Em caso de uso de grande quantidade deste medicamento, procure rapidamente socorro médico e leve a embalagem ou bula do medicamento, se possível. Ligue para 0800 722 6001, se você precisar de mais orientações.** ## **III) DIZERES LEGAIS** Registro: 1.0107.0003 Produzido por: Glaxo Wellcome Production. Zone Industrielle de la Peyennière, 53100, Mayenne, França Importado e Registrado por: **GlaxoSmithKline Brasil Ltda.** Estrada dos Bandeirantes, 8464 - Rio de Janeiro - RJ CNPJ: 33.247.743/0001-10 ## **VENDA SOB PRESCRIÇÃO COM RETENÇÃO DA RECEITA** L1992_amoxil_po_sus_GDS35_IPI16 **==> picture [43 x 43] intentionally omitted <==**"
chunk_7593a9dae93e,leaf_d76f76b8b2f4,sec_16fd6dd8639e,amoxil,adverse_reaction,patient_leaflet,5,6037,6399,362,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?,QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR? > **VENDA SOB PRESCRIÇÃO COM RETENÇÃO DA RECEITA**  > **,"Mayenne, França Importado e Registrado por: **GlaxoSmithKline Brasil Ltda.** Estrada dos Bandeirantes, 8464 - Rio de Janeiro - RJ CNPJ: 33.247.743/0001-10 ## **VENDA SOB PRESCRIÇÃO COM RETENÇÃO DA RECEITA** L1992_amoxil_po_sus_GDS35_IPI16 **==> picture [43 x 43] intentionally omitted <==** **==> picture [52 x 44] intentionally omitted <==** 6 ## **"
chunk_bb47f5ba5601,leaf_29ca71b992a7,sec_2f49c6eac869,amoxil,identification,patient_leaflet,0,0,67,67,Identificação do medicamento,Identificação do medicamento,Identificação do medicamento<br>Posologia e modo de usar<br>VP:<br>
chunk_24c2ad8873d1,leaf_206778048f80,sec_c436eacb6890,amoxil,identification,patient_leaflet,0,0,114,114,Identificação do medicamento,Identificação do medicamento,Identificação do Medicamento<br>Indicações<br>Características Farmacológicas<br>Posologia e Modo de Usar<br>VP<br>
chunk_40532ec6efbe,leaf_1961a855dce5,sec_c63f9e1a957a,amoxil,identification,patient_leaflet,0,0,96,96,Identificação do medicamento,Identificação do medicamento,Identificação do medicamento<br>5. Advertências e precauções<br>III. Dizeres legais<br>VP:<br>I)
chunk_fb1983257d7b,leaf_3cb34533cd62,sec_a9c91b3416bc,rivotril,identification,patient_leaflet,0,0,1016,1016,Identificação do medicamento,"Identificação do medicamento > **Rivotril[®]**  > **USO ADULTO E PEDIÁTRICO**  > **COMPOSIÇÃO**  > **Comprimidos de 0,5 mg**  > **Comprimidos de 2,0 mg**  > **INFORMAÇÕES AO PACIENTE**  > **1.","IDENTIFICAÇÃO DO MEDICAMENTO** ## **Rivotril[®]** clonazepam **Anticonvulsivante/Ansiolítico** **APRESENTAÇÕES** **Comprimidos de 0,5 mg ou 2 mg. Caixa com 20 ou 30 comprimidos.** **VIA ORAL** ## **USO ADULTO E PEDIÁTRICO** ## **COMPOSIÇÃO** ## **Comprimidos de 0,5 mg** **Princípio ativo:** clonazepam...............................................................................................................................0,5 mg. **Excipientes:** lactose, amido de milho, amido pré-gelatinizado, óxido de ferro amarelo, óxido férrico, talco, estearato de magnésio. ## **Comprimidos de 2,0 mg** **Princípio ativo:** clonazepam...............................................................................................................................2,0 mg. **Excipientes:** lactose, amido pré-gelatinizado, estearato de magnésio, celulose microcristalina. ## **INFORMAÇÕES AO PACIENTE** Leia com atenção as informações a seguir. Se tiver dúvidas, informe seu médico. ## **1."
