question_id,source_dataset_row,medicine,difficulty,question,expected_answer,status,evidence_id,evidence_type,relevance_grade,evidence_text,gold_rank,gold_chunk_id,gold_leaflet_id,gold_section_id,gold_section_type,gold_chunk_index,match_confidence,match_reason,chunk_text,notes
q021,medias_revisadas.csv:6,RIVOTRIL,medio,"Em crianças com distúrbios epilépticos, como a faixa etária ou peso altera a dose inicial de Rivotril e que cuidado respiratório deve ser observado em lactentes e crianças pequenas?","Para recém-nascidos e crianças até 10 anos de idade ou 30 kg, a dose inicial média é de 0,01 a 0,03 mg/kg/dia, não excedendo 0,05 mg/kg/dia, dividida em 2 ou 3 doses. Para crianças entre 10 e 16 anos, a dose inicial é de 1 a 1,5 mg/dia, dividida em 2 a 3 doses. A bula também alerta que Rivotril pode aumentar a salivação e as secreções brônquicas em lactentes e crianças pequenas, devendo-se manter as vias aéreas livres.",partial_match,q021_ev04,supporting,2,".../dia. Sempre que possível, dividir a dose diária em 3 doses iguais. Caso não seja possível, a maior dose deve ser tomada antes de deitar. ## **Transtornos de ansiedade** - **Distúrbio do pânico:** Adultos: - Dose inicial: 0,5 mg/dia, dividida em 2 doses. Pode-se aumentar a dose a critério médico. - Dose de manutenção: a critério médico, de acordo com sua resposta. A dose tomada ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medica...",4,chunk_4d9019d9d6fe,leaf_2c68e53f153b,sec_ccd9ca5a4b7c,dosage,1,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"2 a 3 doses. A dose pode ser aumentada a critério médico, até atingir a dose de manutenção individual, usualmente de 3 a 6 mg/dia. Sempre que possível, dividir a dose diária em 3 doses iguais. Caso não seja possível, a maior dose deve ser tomada antes de deitar. ## **Transtornos de ansiedade** - **Distúrbio do pânico:** Adultos: - Dose inicial: 0,5 mg/dia, dividida em 2 doses. Pode-se aumentar a dose a critério médico. - Dose de manutenção: a critério médico, de acordo com sua resposta. A dose tomada ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja totalmente suspenso. - **Como ansiolítico em geral:** 0,25 mg a 4,0 mg/dia. Dose recomendada: 0,5 a 1,5 mg/dia (dividida em 3x/dia). - **Fobia social:** 0,25 mg/dia até 6,0 mg/dia (2,0 mg, 3x/dia). Dose recomendada: 1,0 a 2,5 mg/dia. ## **Transtornos do humor** - **Transtorno afetivo bipolar** (tratamento da mania): 1,5 mg a 8 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. - **Depressão maior** (associado a antidepressivos): 0,5 a 6,0 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. ## **Síndromes psicóticas** - **Acatisia** : 0,5 mg a 4,5 mg/dia. Dose recomendada: 0,5 a 3,0 mg/dia. ## **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia.",Nem todas as seções esperadas foram cobertas: warning_precaution
q022,medias_revisadas.csv:7,RIVOTRIL,medio,"Por que pacientes idosos devem usar a menor dose possível de Rivotril, segundo a bula?","A bula informa que os efeitos dos benzodiazepínicos parecem ser maiores em pacientes idosos do que em pacientes mais jovens, mesmo em concentrações plasmáticas similares. Na seção de posologia, orienta que a dose mais baixa possível deve ser utilizada em idosos e que deve haver cuidado especial durante alterações de dose.",partial_match,q022_ev01,essential,3,"...s pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes...",1,chunk_5b49c617ebff,leaf_2c68e53f153b,sec_ccd9ca5a4b7c,dosage,2,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"0,5 a 3,0 mg/dia. ## **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. ## **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.** ## **7.",Nem todas as seções esperadas foram cobertas: warning_precaution
q022,medias_revisadas.csv:7,RIVOTRIL,medio,"Por que pacientes idosos devem usar a menor dose possível de Rivotril, segundo a bula?","A bula informa que os efeitos dos benzodiazepínicos parecem ser maiores em pacientes idosos do que em pacientes mais jovens, mesmo em concentrações plasmáticas similares. Na seção de posologia, orienta que a dose mais baixa possível deve ser utilizada em idosos e que deve haver cuidado especial durante alterações de dose.",partial_match,q022_ev02,essential,3,"...psicóticas** - **Acatisia** : 0,5 mg a 4,5 mg/dia. Dose recomendada: 0,5 e 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado...",2,chunk_78815ccfea71,leaf_582f152be8a1,sec_ccfcb1197b73,dosage,1,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"ode-se aumentar a dose, a critério médico. - Dose de manutenção: a critério médico, de acordo com sua resposta. A dose tomada, ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja totalmente suspenso. - **Nas crises agudas de pânico** : 1 comprimido de **Rivotril[® ]** sublingual. - **Como ansiolítico em geral** : 0,25 mg a 4,0 mg/dia. Dose recomendada: 0,5 a 1,5 mg/dia (dividida em 3x/dia). - **Fobia social:** 0,25 mg/dia até 6,0 mg/dia (2,0 mg, 3x/dia). Dose recomendada: 1,0 a 2,5 mg/dia. ## **Transtornos do humor** - **Transtorno afetivo bipolar** (tratamento da mania): 1,5 mg a 8 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. - **Depressão maior** (associado a antidepressivos): 0,5 a 6,0 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. ## **Síndromes psicóticas** - **Acatisia** : 0,5 mg a 4,5 mg/dia. Dose recomendada: 0,5 e 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível.",Nem todas as seções esperadas foram cobertas: warning_precaution
q022,medias_revisadas.csv:7,RIVOTRIL,medio,"Por que pacientes idosos devem usar a menor dose possível de Rivotril, segundo a bula?","A bula informa que os efeitos dos benzodiazepínicos parecem ser maiores em pacientes idosos do que em pacientes mais jovens, mesmo em concentrações plasmáticas similares. Na seção de posologia, orienta que a dose mais baixa possível deve ser utilizada em idosos e que deve haver cuidado especial durante alterações de dose.",partial_match,q022_ev03,supporting,2,"utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]...",3,chunk_063f6288233c,leaf_582f152be8a1,sec_ccfcb1197b73,dosage,2,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.** **7. O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?** Nunca dobre a dose na próxima tomada. Apenas continue com a próxima dose no tempo determinado. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Em caso de dúvidas, procure orientação do farmacêutico, do seu médico ou cirurgião-dentista.** ## **8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?**",Nem todas as seções esperadas foram cobertas: warning_precaution
q022,medias_revisadas.csv:7,RIVOTRIL,medio,"Por que pacientes idosos devem usar a menor dose possível de Rivotril, segundo a bula?","A bula informa que os efeitos dos benzodiazepínicos parecem ser maiores em pacientes idosos do que em pacientes mais jovens, mesmo em concentrações plasmáticas similares. Na seção de posologia, orienta que a dose mais baixa possível deve ser utilizada em idosos e que deve haver cuidado especial durante alterações de dose.",partial_match,q022_ev04,supporting,2,"...as inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg ao dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com...",4,chunk_138608289ce9,leaf_3cb34533cd62,sec_a09f972c4cdf,contraindication,8,high,sobreposição semântica/lexical com pergunta e resposta esperada,"0,5 a 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg ao dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.** **7.",Nem todas as seções esperadas foram cobertas: warning_precaution
q023,medias_revisadas.csv:8,RIVOTRIL,medio,Como a conduta com Rivotril difere entre pacientes com comprometimento hepático grave e aqueles com comprometimento hepático leve a moderado?,"Pacientes com comprometimento hepático grave não devem ser tratados com clonazepam/Rivotril, pois a bula contraindica o uso nesses casos. Já pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível.",matched,q023_ev01,essential,3,"...eis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Instruções especiais...",1,chunk_138608289ce9,leaf_3cb34533cd62,sec_a09f972c4cdf,contraindication,8,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"0,5 a 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg ao dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.** **7.",
q023,medias_revisadas.csv:8,RIVOTRIL,medio,Como a conduta com Rivotril difere entre pacientes com comprometimento hepático grave e aqueles com comprometimento hepático leve a moderado?,"Pacientes com comprometimento hepático grave não devem ser tratados com clonazepam/Rivotril, pois a bula contraindica o uso nesses casos. Já pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível.",matched,q023_ev02,essential,3,"...dáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Instruções especi...",2,chunk_5b49c617ebff,leaf_2c68e53f153b,sec_ccd9ca5a4b7c,dosage,2,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"0,5 a 3,0 mg/dia. ## **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. ## **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.** ## **7.",
q023,medias_revisadas.csv:8,RIVOTRIL,medio,Como a conduta com Rivotril difere entre pacientes com comprometimento hepático grave e aqueles com comprometimento hepático leve a moderado?,"Pacientes com comprometimento hepático grave não devem ser tratados com clonazepam/Rivotril, pois a bula contraindica o uso nesses casos. Já pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível.",matched,q023_ev03,essential,3,"...Acatisia** : 0,5 mg a 4,5 mg/dia. Dose recomendada: 0,5 e 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com...",3,chunk_78815ccfea71,leaf_582f152be8a1,sec_ccfcb1197b73,dosage,1,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"ode-se aumentar a dose, a critério médico. - Dose de manutenção: a critério médico, de acordo com sua resposta. A dose tomada, ao deitar, reduz a inconveniência da sonolência e pode ser desejável no início do tratamento. A retirada deve ser gradual, até que o medicamento seja totalmente suspenso. - **Nas crises agudas de pânico** : 1 comprimido de **Rivotril[® ]** sublingual. - **Como ansiolítico em geral** : 0,25 mg a 4,0 mg/dia. Dose recomendada: 0,5 a 1,5 mg/dia (dividida em 3x/dia). - **Fobia social:** 0,25 mg/dia até 6,0 mg/dia (2,0 mg, 3x/dia). Dose recomendada: 1,0 a 2,5 mg/dia. ## **Transtornos do humor** - **Transtorno afetivo bipolar** (tratamento da mania): 1,5 mg a 8 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. - **Depressão maior** (associado a antidepressivos): 0,5 a 6,0 mg/dia. Dose recomendada: 2,0 a 4,0 mg/dia. ## **Síndromes psicóticas** - **Acatisia** : 0,5 mg a 4,5 mg/dia. Dose recomendada: 0,5 e 3,0 mg/dia. **Síndrome das pernas inquietas:** 0,5 mg a 2,0 mg/dia. **Vertigem e distúrbios do equilíbrio** : 0,5 mg a 1,0 mg/dia (2x/dia). Doses diárias superiores a 1,0 mg não são recomendáveis. **Síndrome da boca ardente:** 0,25 a 6,0 mg/dia. Dose recomendada: 1,0 a 2,0 mg/dia. **Uso em idosos:** a dose mais baixa possível deve ser utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível.",
q023,medias_revisadas.csv:8,RIVOTRIL,medio,Como a conduta com Rivotril difere entre pacientes com comprometimento hepático grave e aqueles com comprometimento hepático leve a moderado?,"Pacientes com comprometimento hepático grave não devem ser tratados com clonazepam/Rivotril, pois a bula contraindica o uso nesses casos. Já pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível.",matched,q023_ev04,supporting,2,"utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]...",4,chunk_063f6288233c,leaf_582f152be8a1,sec_ccfcb1197b73,dosage,2,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"utilizada em idosos. Deve-se ter especial cuidado durante as alterações na dose. **Comprometimento do fígado:** pacientes com comprometimento do fígado grave não devem ser tratados com clonazepam e pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível. ## **Instruções especiais de administração** **Rivotril[® ]** pode ser usado com outros antiepilépticos. Nesse caso, seu médico ajustará a dose de cada medicamento para atingir o efeito ideal. Não pare de tomar **Rivotril[® ]** subitamente, você pode ter novas crises epilépticas. Somente seu médico poderá orientar a interrupção do tratamento reduzindo gradualmente a dose utilizada. **Siga a orientação de seu médico, respeitando sempre os horários, as doses e a duração do tratamento. Não interrompa o tratamento sem o conhecimento do seu médico.** **7. O QUE DEVO FAZER QUANDO EU ME ESQUECER DE USAR ESTE MEDICAMENTO?** Nunca dobre a dose na próxima tomada. Apenas continue com a próxima dose no tempo determinado. 4 **==> picture [109 x 35] intentionally omitted <==** ## **Em caso de dúvidas, procure orientação do farmacêutico, do seu médico ou cirurgião-dentista.** ## **8. QUAIS OS MALES QUE ESTE MEDICAMENTO PODE ME CAUSAR?**",
q023,medias_revisadas.csv:8,RIVOTRIL,medio,Como a conduta com Rivotril difere entre pacientes com comprometimento hepático grave e aqueles com comprometimento hepático leve a moderado?,"Pacientes com comprometimento hepático grave não devem ser tratados com clonazepam/Rivotril, pois a bula contraindica o uso nesses casos. Já pacientes com comprometimento hepático leve a moderado devem receber a dose mais baixa possível.",matched,q023_ev05,supporting,2,"QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?** **Rivotril[® ]** é contraindicado a pacientes com hipersensibilidade conhecida a clonazepam ou a qualquer dos excipientes do medicamento e a pacientes com insuficiência respiratória grave ou comprometimento hepático grave, pois os benzodiazepínicos podem levar à ocorrência de encefalopatia hepática. 1 **==> picture [109 x 35] intentionally omitted <==** **Rivotril[® ]** comprimidos e **Rivotril[® ]** gotas são contraindicados para o tratamento de transtornos do pânico em pac...",5,chunk_551b8de262e2,leaf_2c68e53f153b,sec_13e10898653d,contraindication,0,high,seção esperada; sobreposição semântica/lexical com pergunta e resposta esperada,"QUANDO NÃO DEVO USAR ESTE MEDICAMENTO?** **Rivotril[® ]** é contraindicado a pacientes com hipersensibilidade conhecida a clonazepam ou a qualquer dos excipientes do medicamento e a pacientes com insuficiência respiratória grave ou comprometimento hepático grave, pois os benzodiazepínicos podem levar à ocorrência de encefalopatia hepática. 1 **==> picture [109 x 35] intentionally omitted <==** **Rivotril[® ]** comprimidos e **Rivotril[® ]** gotas são contraindicados para o tratamento de transtornos do pânico em pacientes com histórico médico de apneia do sono. **Rivotril[® ]** é contraindicado a pacientes com glaucoma agudo de ângulo fechado. **Rivotril[® ]** pode ser usado por pacientes com glaucoma de ângulo aberto, desde que estejam recebendo terapia apropriada. ## **4. O QUE DEVO SABER ANTES DE USAR ESTE MEDICAMENTO?** Antes de tomar **Rivotril**[®] , informe seu médico se você tem ou teve: - 1) outros problemas de saúde: doenças nos rins ou fígado (por exemplo: cirrose hepática), distúrbio neuromuscular ou respiratório, porfiria (doença em que ocorre deficiência de enzimas específicas na via da biossíntese do heme). - 2) sinais ou sintomas de depressão e/ou tentativa de suicídio; - 3) intolerância à galactose (açúcar) ou deficiência de lactase (enzima que quebra a lactose); - 4) ataxia cerebelar ou espinhal (descoordenação dos movimentos por problema do cerebelo ou medula); - 5) uso regular ou intoxicação aguda por álcool ou drogas. Pode ocorrer perda de efeito durante o tratamento com clonazepam.",
q024,medias_revisadas.csv:9,RIVOTRIL,medio,Quais são as recomendações da bula sobre o uso de Rivotril com álcool e com suco de toranja?,"A bula orienta não tomar Rivotril com álcool e/ou depressores do sistema nervoso central, porque essa combinação pode aumentar os efeitos do medicamento e causar sedação grave, coma ou morte, além de depressão cardiovascular e/ou respiratória. Sobre alimentos, informa que interações com alimentos não foram estabelecidas, mas que o suco de toranja pode aumentar o efeito de Rivotril.",partial_match,q024_ev01,essential,3,"...de aumentar a salivação e as secreções brônquicas em lactentes e crianças pequenas. Atenção: manter as vias aéreas livres. Não há dados de eficácia / segurança de **Rivotril[® ]** em menores de 18 anos com distúrbio do pânico. ## **Uso em idosos** Os efeitos dos benzodiazepínicos parecem ser maiores em pacientes idosos do que em pacientes mais jovens, mesmo em concentrações plasmáticas similares. ## **Principais interações medicamentosas** Informe seu médico se estiver tomando outros medicamentos, incluindo as subs...",1,chunk_d1e77a6a6e34,leaf_3cb34533cd62,sec_a09f972c4cdf,contraindication,4,high,sobreposição semântica/lexical com pergunta e resposta esperada,"lta de tônus muscular, depressão respiratória e dificuldade de sucção no bebê. Tanto a gestação quanto a suspensão de **Rivotril**[® ] podem exacerbar a epilepsia. Informe seu médico se estiver amamentando. Se você realmente precisar tomar **Rivotril[®]** , a amamentação deve ser descontinuada. ## **Uso em crianças** Avaliar o risco / benefício do uso de **Rivotril[® ]** a longo prazo em pacientes pediátricos com distúrbios epilépticos. **Rivotril[® ]** pode aumentar a salivação e as secreções brônquicas em lactentes e crianças pequenas. Atenção: manter as vias aéreas livres. Não há dados de eficácia / segurança de **Rivotril[® ]** em menores de 18 anos com distúrbio do pânico. ## **Uso em idosos** Os efeitos dos benzodiazepínicos parecem ser maiores em pacientes idosos do que em pacientes mais jovens, mesmo em concentrações plasmáticas similares. ## **Principais interações medicamentosas** Informe seu médico se estiver tomando outros medicamentos, incluindo as substâncias a seguir, pois elas podem interagir com **Rivotril[®]** : – Depressores do sistema nervoso central e álcool; – Medicamentos que agem no sistema nervoso: antidepressivos, medicamentos para dormir, alguns analgésicos, antipsicóticos, ansiolíticos, anticonvulsivantes; – Medicamentos para o estômago. ## **Interações fármaco-alimento** Interações com alimentos não foram estabelecidas. O suco de toranja pode aumentar o efeito de **Rivotril**[®] . ## **Interações fármaco-laboratório** Interações com testes laboratoriais não foram estabelecidas.",Nem todas as seções esperadas foram cobertas: warning_precaution
